MANNER	PLACE	VOICE	SUFFIX
nasal	bilabial	voiced	ity
nasal	bilabial	voiced	ity
nasal	bilabial	voiced	ity
nasal	bilabial	voiced	ity
nasal	bilabial	voiced	ity
nasal	bilabial	voiced	ity
nasal	bilabial	voiced	ity
nasal	bilabial	voiced	ity
nasal	bilabial	voiced	ity
nasal	bilabial	voiced	ity
nasal	bilabial	voiced	ity
nasal	bilabial	voiced	ity
nasal	alveolar	voiced	ity
nasal	alveolar	voiced	ity
nasal	alveolar	voiced	ity
nasal	alveolar	voiced	ity
nasal	alveolar	voiced	ity
nasal	alveolar	voiced	ity
nasal	alveolar	voiced	ity
nasal	alveolar	voiced	ity
nasal	alveolar	voiced	ity
nasal	alveolar	voiced	ity
nasal	alveolar	voiced	ity
nasal	alveolar	voiced	ity
nasal	alveolar	voiced	ity
nasal	alveolar	voiced	ity
nasal	alveolar	voiced	ity
nasal	alveolar	voiced	ity
nasal	alveolar	voiced	ity
nasal	alveolar	voiced	ity
nasal	alveolar	voiced	ity
nasal	alveolar	voiced	ity
nasal	alveolar	voiced	ity
nasal	alveolar	voiced	ity
nasal	alveolar	voiced	ity
nasal	alveolar	voiced	ity
nasal	alveolar	voiced	ity
nasal	alveolar	voiced	ity
nasal	alveolar	voiced	ity
nasal	alveolar	voiced	ity
nasal	alveolar	voiced	ity
nasal	alveolar	voiced	ity
nasal	alveolar	voiced	ity
nasal	alveolar	voiced	ity
nasal	alveolar	voiced	ity
nasal	alveolar	voiced	ity
nasal	alveolar	voiced	ity
nasal	alveolar	voiced	ity
nasal	alveolar	voiced	ity
nasal	alveolar	voiced	ity
nasal	alveolar	voiced	ity
nasal	alveolar	voiced	ity
nasal	alveolar	voiced	ity
nasal	alveolar	voiced	ity
nasal	alveolar	voiced	ity
nasal	alveolar	voiced	ity
plosive	bilabial	voiceless	ity
approximant	alveo_palatal	voiced	ity
approximant	alveo_palatal	voiced	ity
approximant	alveo_palatal	voiced	ity
approximant	alveo_palatal	voiced	ity
approximant	alveo_palatal	voiced	ity
approximant	alveo_palatal	voiced	ity
approximant	alveo_palatal	voiced	ity
approximant	alveo_palatal	voiced	ity
approximant	alveo_palatal	voiced	ity
approximant	alveo_palatal	voiced	ity
approximant	alveo_palatal	voiced	ity
approximant	alveo_palatal	voiced	ity
approximant	alveo_palatal	voiced	ity
approximant	alveo_palatal	voiced	ity
approximant	alveo_palatal	voiced	ity
approximant	alveo_palatal	voiced	ity
approximant	alveo_palatal	voiced	ity
approximant	alveo_palatal	voiced	ity
approximant	alveo_palatal	voiced	ity
approximant	alveo_palatal	voiced	ity
approximant	alveo_palatal	voiced	ity
approximant	alveo_palatal	voiced	ity
approximant	alveo_palatal	voiced	ity
approximant	alveo_palatal	voiced	ity
approximant	alveo_palatal	voiced	ity
approximant	alveo_palatal	voiced	ity
approximant	alveo_palatal	voiced	ity
approximant	alveo_palatal	voiced	ity
approximant	alveo_palatal	voiced	ity
approximant	alveo_palatal	voiced	ity
approximant	alveo_palatal	voiced	ity
approximant	alveo_palatal	voiced	ity
approximant	alveo_palatal	voiced	ity
approximant	alveo_palatal	voiced	ity
approximant	alveo_palatal	voiced	ity
approximant	alveo_palatal	voiced	ity
approximant	alveo_palatal	voiced	ity
approximant	alveo_palatal	voiced	ity
approximant	alveo_palatal	voiced	ity
approximant	alveo_palatal	voiced	ity
approximant	alveo_palatal	voiced	ity
approximant	alveo_palatal	voiced	ity
approximant	alveo_palatal	voiced	ity
approximant	alveo_palatal	voiced	ity
approximant	alveo_palatal	voiced	ity
approximant	alveo_palatal	voiced	ity
approximant	alveo_palatal	voiced	ity
approximant	alveo_palatal	voiced	ity
approximant	alveo_palatal	voiced	ity
approximant	alveo_palatal	voiced	ity
approximant	alveo_palatal	voiced	ity
approximant	alveo_palatal	voiced	ity
approximant	alveo_palatal	voiced	ity
approximant	alveo_palatal	voiced	ity
fricative	alveolar	voiceless	ity
fricative	alveolar	voiceless	ity
fricative	alveolar	voiceless	ity
fricative	alveolar	voiceless	ity
fricative	alveolar	voiceless	ity
fricative	alveolar	voiceless	ity
fricative	alveolar	voiceless	ity
fricative	alveolar	voiceless	ity
fricative	alveolar	voiceless	ity
fricative	alveolar	voiceless	ity
fricative	alveolar	voiceless	ity
fricative	alveolar	voiceless	ity
fricative	alveolar	voiceless	ity
fricative	alveolar	voiceless	ity
fricative	alveolar	voiceless	ity
fricative	alveolar	voiceless	ity
fricative	alveolar	voiceless	ity
fricative	alveolar	voiceless	ity
fricative	alveolar	voiceless	ity
fricative	alveolar	voiceless	ity
fricative	alveolar	voiceless	ity
fricative	alveolar	voiceless	ity
fricative	alveolar	voiceless	ity
fricative	alveolar	voiceless	ity
fricative	alveolar	voiceless	ity
fricative	alveolar	voiceless	ity
fricative	alveolar	voiceless	ity
fricative	alveolar	voiceless	ity
fricative	alveolar	voiceless	ity
fricative	alveolar	voiceless	ity
fricative	alveolar	voiceless	ity
fricative	alveolar	voiceless	ity
fricative	alveolar	voiceless	ity
fricative	alveolar	voiceless	ity
fricative	alveolar	voiceless	ity
fricative	alveolar	voiceless	ity
fricative	alveolar	voiceless	ity
fricative	alveolar	voiceless	ity
fricative	alveolar	voiceless	ity
fricative	alveolar	voiceless	ity
fricative	alveolar	voiceless	ity
fricative	alveolar	voiceless	ity
fricative	alveolar	voiceless	ity
fricative	alveolar	voiceless	ity
fricative	alveolar	voiceless	ity
fricative	alveolar	voiceless	ity
fricative	alveolar	voiceless	ity
fricative	alveolar	voiceless	ity
fricative	alveolar	voiceless	ity
fricative	alveolar	voiceless	ity
fricative	alveolar	voiceless	ity
fricative	alveolar	voiceless	ity
fricative	alveolar	voiceless	ity
fricative	alveolar	voiceless	ity
fricative	alveolar	voiceless	ity
fricative	alveolar	voiceless	ity
fricative	alveolar	voiceless	ity
fricative	alveolar	voiceless	ity
fricative	alveolar	voiceless	ity
fricative	alveolar	voiceless	ity
fricative	alveolar	voiceless	ity
fricative	alveolar	voiceless	ity
fricative	alveolar	voiceless	ity
fricative	alveolar	voiceless	ity
fricative	alveolar	voiceless	ity
fricative	alveolar	voiceless	ity
fricative	alveolar	voiceless	ity
fricative	alveolar	voiceless	ity
fricative	alveolar	voiceless	ity
fricative	alveolar	voiceless	ity
fricative	alveolar	voiceless	ity
fricative	alveolar	voiceless	ity
fricative	alveolar	voiceless	ity
fricative	alveolar	voiceless	ity
plosive	alveolar	voiceless	ity
plosive	alveolar	voiceless	ity
plosive	alveolar	voiceless	ity
plosive	alveolar	voiceless	ity
plosive	alveolar	voiceless	ity
plosive	alveolar	voiceless	ity
fricative	labiodental	voiced	ity
fricative	labiodental	voiced	ity
fricative	labiodental	voiced	ity
fricative	labiodental	voiced	ity
fricative	labiodental	voiced	ity
fricative	labiodental	voiced	ity
fricative	labiodental	voiced	ity
fricative	labiodental	voiced	ity
fricative	labiodental	voiced	ity
fricative	labiodental	voiced	ity
fricative	labiodental	voiced	ity
fricative	labiodental	voiced	ity
fricative	labiodental	voiced	ity
fricative	labiodental	voiced	ity
fricative	labiodental	voiced	ity
fricative	labiodental	voiced	ity
fricative	labiodental	voiced	ity
fricative	labiodental	voiced	ity
fricative	labiodental	voiced	ity
fricative	labiodental	voiced	ity
fricative	labiodental	voiced	ity
fricative	labiodental	voiced	ity
fricative	labiodental	voiced	ity
fricative	labiodental	voiced	ity
fricative	labiodental	voiced	ity
fricative	labiodental	voiced	ity
fricative	labiodental	voiced	ity
fricative	labiodental	voiced	ity
fricative	labiodental	voiced	ity
fricative	labiodental	voiced	ity
fricative	labiodental	voiced	ity
fricative	labiodental	voiced	ity
fricative	labiodental	voiced	ity
approximant	bilabial	voiced	ity
approximant	bilabial	voiced	ity
approximant	bilabial	voiced	ity
approximant	bilabial	voiced	ity
approximant	bilabial	voiced	ity
approximant	bilabial	voiced	ity
approximant	bilabial	voiced	ity
